Sort Code,Master sort,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Score,Frequency,Converted Ct,Transformed Ct,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
32,,"20kL Flow, Tank 20",1,20.20.1,,,,,,,,,,080818JMR3G,H03,33.9,1,,33.9,16.101,,,23,,,,,,,,,,,,,,,,,,,32
33,33,"20kL Flow, Tank 20",2,20.20.2,67,080818JMR2G,A07,19.73,,,,1, 4/4,080818JMR4H,A07,32.45,1,8/8,32.45,17.551,17.810,0.315,67,,,,,,,,,,,,,,,,,,,32
33,,"20kL Flow, Tank 20",2,20.20.2,,080818JMR2G,B07,19.29,,,,1,,080818JMR4H,B07,32.45,1,,32.45,17.551,,,67,,,,,,,,,,,,,,,,,,,32
33,,"20kL Flow, Tank 20",2,20.20.2,,080818JMR2G,C07,19.63,,,,1,,080818JMR4H,C07,31.94,1,,31.94,18.061,,,67,,,,,,,,,,,,,,,,,,,33
33,,"20kL Flow, Tank 20",2,20.20.2,,080818JMR2G,D07,19.12,,,,1,,080818JMR4H,D07,31.77,1,,31.77,18.231,,,67,,,,,,,,,,,,,,,,,,,33
33,,"20kL Flow, Tank 20",2,20.20.2,,,,,,,,,,080818JMR4H,E07,32.47,1,,32.47,17.531,,,67,,,,,,,,,,,,,,,,,,,33
33,,"20kL Flow, Tank 20",2,20.20.2,,,,,,,,,,080818JMR4H,F07,32.21,1,,32.21,17.791,,,67,,,,,,,,,,,,,,,,,,,33
33,,"20kL Flow, Tank 20",2,20.20.2,,,,,,,,,,080818JMR4H,G07,31.78,1,,31.78,18.221,,,67,,,,,,,,,,,,,,,,,,,33
33,,"20kL Flow, Tank 20",2,20.20.2,,,,,,,,,,080818JMR4H,H07,32.46,1,,32.46,17.541,,,67,,,,,,,,,,,,,,,,,,,33
34,34,"20kL Flow, Tank 20",3,20.20.3,58,080818JMR1F,E08,20.23,,,,1, 4/4,080818JMR4G,A08,35.14,1,8/8,35.14,14.861,14.416,1.170,58,,,,,,,,,,,,,,,,,,,33
34,,"20kL Flow, Tank 20",3,20.20.3,,080818JMR1F,F08,20.48,,,,1,,080818JMR4G,B08,34.88,1,,34.88,15.121,,,58,,,,,,,,,,,,,,,,,,,33
34,,"20kL Flow, Tank 20",3,20.20.3,,080818JMR1F,G08,20.78,,,,1,,080818JMR4G,C08,35.22,1,,35.22,14.781,,,58,,,,,,,,,,,,,,,,,,,
34,,"20kL Flow, Tank 20",3,20.20.3,,080818JMR1F,H08,20.89,,,,1,,080818JMR4G,D08,37.13,1,,37.13,12.871,,,58,,,,,,,,,,,,,,,,,,,
34,,"20kL Flow, Tank 20",3,20.20.3,,,,,,,,,,080818JMR4G,E08,37.58,1,,37.58,12.421,,,58,,,,,,,,,,,,,,,,,,,
34,,"20kL Flow, Tank 20",3,20.20.3,,,,,,,,,,080818JMR4G,F08,35.73,1,,35.73,14.271,,,58,,,,,,,,,,,,,,,,,,,
34,,"20kL Flow, Tank 20",3,20.20.3,,,,,,,,,,080818JMR4G,G08,34.43,1,,34.43,15.571,,,58,,,,,,,,,,,,,,,,,,,
34,,"20kL Flow, Tank 20",3,20.20.3,,,,,,,,,,080818JMR4G,H08,34.57,1,,34.57,15.431,,,58,,,,,,,,,,,,,,,,,,,
35,35,"20kL Flow, Tank 21",1,21.20.1,6,080818JMR1G,A06,17.02,,,,1, 4/4,080818JMR2H,A06,33.11,1,8/8,33.11,16.891,17.154,0.422,6,,,,,,,,,,,,,,,,,,,
35,,"20kL Flow, Tank 21",1,21.20.1,,080818JMR1G,B06,17.11,,,,1,,080818JMR2H,B06,33.22,1,,33.22,16.781,,,6,,,,,,,,,,,,,,,,,,,
35,,"20kL Flow, Tank 21",1,21.20.1,,080818JMR1G,C06,16.73,,,,1,,080818JMR2H,C06,33.24,1,,33.24,16.761,,,6,,,,,,,,,,,,,,,,,,,
35,,"20kL Flow, Tank 21",1,21.20.1,,080818JMR1G,D06,17.04,,,,1,,080818JMR2H,D06,33.09,1,,33.09,16.911,,,6,,,,,,,,,,,,,,,,,,,
35,,"20kL Flow, Tank 21",1,21.20.1,,,,,,,,,,080818JMR2H,E06,32.92,1,,32.92,17.081,,,6,,,,,,,,,,,,,,,,,,,
35,,"20kL Flow, Tank 21",1,21.20.1,,,,,,,,,,080818JMR2H,F06,32.11,1,,32.11,17.891,,,6,,,,,,,,,,,,,,,,,,,
35,,"20kL Flow, Tank 21",1,21.20.1,,,,,,,,,,080818JMR2H,G06,32.33,1,,32.33,17.671,,,6,,,,,,,,,,,,,,,,,,,
35,,"20kL Flow, Tank 21",1,21.20.1,,,,,,,,,,080818JMR2H,H06,32.76,1,,32.76,17.241,,,6,,,,,,,,,,,,,,,,,,,
36,36,"20kL Flow, Tank 21",2,21.20.2,34,080818JMR1H,E04,19.66,,,,1, 4/4,080818JMR3H,A04,33.59,1,8/8,33.59,16.411,16.195,0.483,34,,,,,,,,,,,,,,,,,,,
36,,"20kL Flow, Tank 21",2,21.20.2,,080818JMR1H,F04,19.52,,,,1,,080818JMR3H,B04,33.63,1,,33.63,16.371,,,34,,,,,,,,,,,,,,,,,,,
36,,"20kL Flow, Tank 21",2,21.20.2,,080818JMR1H,G04,19.98,,,,1,,080818JMR3H,C04,33.59,1,,33.59,16.411,,,34,,,,,,,,,,,,,,,,,,,
36,,"20kL Flow, Tank 21",2,21.20.2,,080818JMR1H,H04,20.12,,,,1,,080818JMR3H,D04,33.19,1,,33.19,16.811,,,34,,,,,,,,,,,,,,,,,,,
36,,"20kL Flow, Tank 21",2,21.20.2,,,,,,,,,,080818JMR3H,E04,33.53,1,,33.53,16.471,,,34,,,,,,,,,,,,,,,,,,,
36,,"20kL Flow, Tank 21",2,21.20.2,,,,,,,,,,080818JMR3H,F04,34.62,1,,34.62,15.381,,,34,,,,,,,,,,,,,,,,,,,
36,,"20kL Flow, Tank 21",2,21.20.2,,,,,,,,,,080818JMR3H,G04,34.43,1,,34.43,15.571,,,34,,,,,,,,,,,,,,,,,,,
36,,"20kL Flow, Tank 21",2,21.20.2,,,,,,,,,,080818JMR3H,H04,33.87,1,,33.87,16.131,,,34,,,,,,,,,,,,,,,,,,,
37,37,"20kL Flow, Tank 21",3,21.20.3,21,080818JMR1H,A01,19.23,,,,1, 4/4,080818JMR3G,A01,35.08,1,8/8,35.08,14.921,14.659,0.770,21,,,,,,,,,,,,,,,,,,,
37,,"20kL Flow, Tank 21",3,21.20.3,,080818JMR1H,B01,19.2,,,,1,,080818JMR3G,B01,36.85,1,,36.85,13.151,,,21,,,,,,,,,,,,,,,,,,,
37,,"20kL Flow, Tank 21",3,21.20.3,,080818JMR1H,C01,19.2,,,,1,,080818JMR3G,C01,35.07,1,,35.07,14.931,,,21,,,,,,,,,,,,,,,,,,,
37,,"20kL Flow, Tank 21",3,21.20.3,,080818JMR1H,D01,19.14,,,,1,,080818JMR3G,D01,35.22,1,,35.22,14.781,,,21,,,,,,,,,,,,,,,,,,,
37,,"20kL Flow, Tank 21",3,21.20.3,,,,,,,,,,080818JMR3G,E01,34.08,1,,34.08,15.921,,,21,,,,,,,,,,,,,,,,,,,
37,,"20kL Flow, Tank 21",3,21.20.3,,,,,,,,,,080818JMR3G,F01,35.3,1,,35.3,14.701,,,21,,,,,,,,,,,,,,,,,,,
37,,"20kL Flow, Tank 21",3,21.20.3,,,,,,,,,,080818JMR3G,G01,35.47,1,,35.47,14.531,,,21,,,,,,,,,,,,,,,,,,,
37,,"20kL Flow, Tank 21",3,21.20.3,,,,,,,,,,080818JMR3G,H01,35.67,1,,35.67,14.331,,,21,,,,,,,,,,,,,,,,,,,
38,38,"20kL Flow, Tank 24",1,24.20.1,32,080818JMR1H,E02,16.36,,,,1, 4/4,080818JMR3H,A02,32.56,1,8/8,32.56,17.441,16.540,0.798,32,,,,,,,,,,,,,,,,,,,
38,,"20kL Flow, Tank 24",1,24.20.1,,080818JMR1H,F02,16.75,,,,1,,080818JMR3H,B02,34.84,1,,34.84,15.161,,,32,,,,,,,,,,,,,,,,,,,
38,,"20kL Flow, Tank 24",1,24.20.1,,080818JMR1H,G02,16.58,,,,1,,080818JMR3H,C02,33.07,1,,33.07,16.931,,,32,,,,,,,,,,,,,,,,,,,
38,,"20kL Flow, Tank 24",1,24.20.1,,080818JMR1H,H02,16.9,,,,1,,080818JMR3H,D02,34,1,,34,16.001,,,32,,,,,,,,,,,,,,,,,,,
38,,"20kL Flow, Tank 24",1,24.20.1,,,,,,,,,,080818JMR3H,E02,32.69,1,,32.69,17.311,,,32,,,,,,,,,,,,,,,,,,,
38,,"20kL Flow, Tank 24",1,24.20.1,,,,,,,,,,080818JMR3H,F02,33.14,1,,33.14,16.861,,,32,,,,,,,,,,,,,,,,,,,
38,,"20kL Flow, Tank 24",1,24.20.1,,,,,,,,,,080818JMR3H,G02,33.2,1,,33.2,16.801,,,32,,,,,,,,,,,,,,,,,,,
38,,"20kL Flow, Tank 24",1,24.20.1,,,,,,,,,,080818JMR3H,H02,34.19,1,,34.19,15.811,,,32,,,,,,,,,,,,,,,,,,,
39,39,"20kL Flow, Tank 24",2,24.20.2,43,080818JMR1F,A03,21.68,,,,1, 4/4,080818JMR3F,A03,34.54,1,8/8,34.54,15.461,15.226,0.492,43,,,,,,,,,,,,,,,,,,,
39,,"20kL Flow, Tank 24",2,24.20.2,,080818JMR1F,B03,21.31,,,,1,,080818JMR3F,B03,34.35,1,,34.35,15.651,,,43,,,,,,,,,,,,,,,,,,,
39,,"20kL Flow, Tank 24",2,24.20.2,,080818JMR1F,C03,22.05,,,,1,,080818JMR3F,C03,34.91,1,,34.91,15.091,,,43,,,,,,,,,,,,,,,,,,,
39,,"20kL Flow, Tank 24",2,24.20.2,,080818JMR1F,D03,21.1,,,,1,,080818JMR3F,D03,35.39,1,,35.39,14.611,,,43,,,,,,,,,,,,,,,,,,,
39,,"20kL Flow, Tank 24",2,24.20.2,,,,,,,,,,080818JMR3F,E03,34.22,1,,34.22,15.781,,,43,,,,,,,,,,,,,,,,,,,
39,,"20kL Flow, Tank 24",2,24.20.2,,,,,,,,,,080818JMR3F,F03,35.51,1,,35.51,14.491,,,43,,,,,,,,,,,,,,,,,,,
39,,"20kL Flow, Tank 24",2,24.20.2,,,,,,,,,,080818JMR3F,G03,34.94,1,,34.94,15.061,,,43,,,,,,,,,,,,,,,,,,,
39,,"20kL Flow, Tank 24",2,24.20.2,,,,,,,,,,080818JMR3F,H03,34.34,1,,34.34,15.661,,,43,,,,,,,,,,,,,,,,,,,
40,40,"20kL Flow, Tank 24",3,24.20.3,2,080818JMR1G,A02,20.19,,,,1, 4/4,080818JMR2H,A02,34.04,1,8/8,34.04,15.961,16.180,0.469,2,,,,,,,,,,,,,,,,,,,
40,,"20kL Flow, Tank 24",3,24.20.3,,080818JMR1G,B02,21.14,,,,1,,080818JMR2H,B02,33.14,1,,33.14,16.861,,,2,,,,,,,,,,,,,,,,,,,
40,,"20kL Flow, Tank 24",3,24.20.3,,080818JMR1G,C02,20.38,,,,1,,080818JMR2H,C02,33.98,1,,33.98,16.021,,,2,,,,,,,,,,,,,,,,,,,
40,,"20kL Flow, Tank 24",3,24.20.3,,080818JMR1G,D02,20.56,,,,1,,080818JMR2H,D02,33.5,1,,33.5,16.501,,,2,,,,,,,,,,,,,,,,,,,
40,,"20kL Flow, Tank 24",3,24.20.3,,,,,,,,,,080818JMR2H,E02,34.4,1,,34.4,15.601,,,2,,,,,,,,,,,,,,,,,,,
40,,"20kL Flow, Tank 24",3,24.20.3,,,,,,,,,,080818JMR2H,F02,34.45,1,,34.45,15.551,,,2,,,,,,,,,,,,,,,,,,,
40,,"20kL Flow, Tank 24",3,24.20.3,,,,,,,,,,080818JMR2H,G02,33.51,1,,33.51,16.491,,,2,,,,,,,,,,,,,,,,,,,
40,,"20kL Flow, Tank 24",3,24.20.3,,,,,,,,,,080818JMR2H,H02,33.55,1,,33.55,16.451,,,2,,,,,,,,,,,,,,,,,,,
41,41,"40kL Flow, Tank 19",1,19.40.1,25,080818JMR1H,A05,19.11,,,,1, 4/4,080818JMR3G,A05,37.21,1,4/8,37.21,12.791,6.640,7.108,25,,,,,,,,,,,,,,,,,,,
41,,"40kL Flow, Tank 19",1,19.40.1,,080818JMR1H,B05,18.87,,,,1,,080818JMR3G,B05,N/A,0,,50,0.001,,,25,,,,,,,,,,,,,,,,,,,
41,,"40kL Flow, Tank 19",1,19.40.1,,080818JMR1H,C05,19.13,,,,1,,080818JMR3G,C05,N/A,0,,50,0.001,,,25,,,,,,,,,,,,,,,,,,,
41,,"40kL Flow, Tank 19",1,19.40.1,,080818JMR1H,D05,19.06,,,,1,,080818JMR3G,D05,N/A,0,,50,0.001,,,25,,,,,,,,,,,,,,,,,,,
41,,"40kL Flow, Tank 19",1,19.40.1,,,,,,,,,,080818JMR3G,E05,36.03,1,,36.03,13.971,,,25,,,,,,,,,,,,,,,,,,,
41,,"40kL Flow, Tank 19",1,19.40.1,,,,,,,,,,080818JMR3G,F05,36.44,1,,36.44,13.561,,,25,,,,,,,,,,,,,,,,,,,
41,,"40kL Flow, Tank 19",1,19.40.1,,,,,,,,,,080818JMR3G,G05,37.21,1,,37.21,12.791,,,25,,,,,,,,,,,,,,,,,,,
41,,"40kL Flow, Tank 19",1,19.40.1,,,,,,,,,,080818JMR3G,H05,N/A,0,,50,0.001,,,25,,,,,,,,,,,,,,,,,,,
42,42,"40kL Flow, Tank 19",2,19.40.2,49,080818JMR1F,A09,20.17,,,,1, 4/4,080818JMR3F,A09,N/A,0,3/8,50,0.001,4.482,6.199,49,,,,,,,,,,,,,,,,,,,
42,,"40kL Flow, Tank 19",2,19.40.2,,080818JMR1F,B09,19.92,,,,1,,080818JMR3F,B09,N/A,0,,50,0.001,,,49,,,,,,,,,,,,,,,,,,,
42,,"40kL Flow, Tank 19",2,19.40.2,,080818JMR1F,C09,20.03,,,,1,,080818JMR3F,C09,N/A,0,,50,0.001,,,49,,,,,,,,,,,,,,,,,,,
42,,"40kL Flow, Tank 19",2,19.40.2,,080818JMR1F,D09,19.2,,,,1,,080818JMR3F,D09,N/A,0,,50,0.001,,,49,,,,,,,,,,,,,,,,,,,
42,,"40kL Flow, Tank 19",2,19.40.2,,,,,,,,,,080818JMR3F,E09,38.81,1,,38.81,11.191,,,49,,,,,,,,,,,,,,,,,,,
42,,"40kL Flow, Tank 19",2,19.40.2,,,,,,,,,,080818JMR3F,F09,38.08,1,,38.08,11.921,,,49,,,,,,,,,,,,,,,,,,,
42,,"40kL Flow, Tank 19",2,19.40.2,,,,,,,,,,080818JMR3F,G09,37.26,1,,37.26,12.741,,,49,,,,,,,,,,,,,,,,,,,
42,,"40kL Flow, Tank 19",2,19.40.2,,,,,,,,,,080818JMR3F,H09,N/A,0,,50,0.001,,,49,,,,,,,,,,,,,,,,,,,
43,43,"40kL Flow, Tank 19",3,19.40.3,5,080818JMR1G,A05,19.55,,,,1, 4/4,080818JMR2H,A05,N/A,0,4/8,50,0.001,6.656,7.125,5,,,,,,,,,,,,,,,,,,,
43,,"40kL Flow, Tank 19",3,19.40.3,,080818JMR1G,B05,19.51,,,,1,,080818JMR2H,B05,N/A,0,,50,0.001,,,5,,,,,,,,,,,,,,,,,,,
43,,"40kL Flow, Tank 19",3,19.40.3,,080818JMR1G,C05,19.52,,,,1,,080818JMR2H,C05,35.97,1,,35.97,14.031,,,5,,,,,,,,,,,,,,,,,,,
43,,"40kL Flow, Tank 19",3,19.40.3,,080818JMR1G,D05,19.59,,,,1,,080818JMR2H,D05,N/A,0,,50,0.001,,,5,,,,,,,,,,,,,,,,,,,
43,,"40kL Flow, Tank 19",3,19.40.3,,,,,,,,,,080818JMR2H,E05,36.66,1,,36.66,13.341,,,5,,,,,,,,,,,,,,,,,,,
43,,"40kL Flow, Tank 19",3,19.40.3,,,,,,,,,,080818JMR2H,F05,36.73,1,,36.73,13.271,,,5,,,,,,,,,,,,,,,,,,,
43,,"40kL Flow, Tank 19",3,19.40.3,,,,,,,,,,080818JMR2H,G05,N/A,0,,50,0.001,,,5,,,,,,,,,,,,,,,,,,,
43,,"40kL Flow, Tank 19",3,19.40.3,,,,,,,,,,080818JMR2H,H05,37.4,1,,37.4,12.601,,,5,,,,,,,,,,,,,,,,,,,
44,44,"40kL Flow, Tank 20",1,20.40.1,15,080818JMR1G,E05,19.01,,,,1, 4/4,080818JMR2F,A05,37.1,1,7/8,37.1,12.901,11.887,4.895,15,,,,,,,,,,,,,,,,,,,
44,,"40kL Flow, Tank 20",1,20.40.1,,080818JMR1G,F05,19.16,,,,1,,080818JMR2F,B05,35.73,1,,35.73,14.271,,,15,,,,,,,,,,,,,,,,,,,
44,,"40kL Flow, Tank 20",1,20.40.1,,080818JMR1G,G05,19.35,,,,1,,080818JMR2F,C05,36.14,1,,36.14,13.861,,,15,,,,,,,,,,,,,,,,,,,
44,,"40kL Flow, Tank 20",1,20.40.1,,080818JMR1G,H05,19.61,,,,1,,080818JMR2F,D05,N/A,0,,50,0.001,,,15,,,,,,,,,,,,,,,,,,,
44,,"40kL Flow, Tank 20",1,20.40.1,,,,,,,,,,080818JMR2F,E05,36.4,1,,36.4,13.601,,,15,,,,,,,,,,,,,,,,,,,
44,,"40kL Flow, Tank 20",1,20.40.1,,,,,,,,,,080818JMR2F,F05,35.26,1,,35.26,14.741,,,15,,,,,,,,,,,,,,,,,,,
44,,"40kL Flow, Tank 20",1,20.40.1,,,,,,,,,,080818JMR2F,G05,38.33,1,,38.33,11.671,,,15,,,,,,,,,,,,,,,,,,,
44,,"40kL Flow, Tank 20",1,20.40.1,,,,,,,,,,080818JMR2F,H05,35.95,1,,35.95,14.051,,,15,,,,,,,,,,,,,,,,,,,
45,45,"40kL Flow, Tank 20",2,20.40.2,46,080818JMR1F,A06,19.19,,,,1, 4/4,080818JMR3F,A06,36.31,1,8/8,36.31,13.691,14.507,0.831,46,,,,,,,,,,,,,,,,,,,
45,,"40kL Flow, Tank 20",2,20.40.2,,080818JMR1F,B06,18.41,,,,1,,080818JMR3F,B06,35,1,,35,15.001,,,46,,,,,,,,,,,,,,,,,,,
45,,"40kL Flow, Tank 20",2,20.40.2,,080818JMR1F,C06,18.33,,,,1,,080818JMR3F,C06,34.12,1,,34.12,15.881,,,46,,,,,,,,,,,,,,,,,,,
45,,"40kL Flow, Tank 20",2,20.40.2,,080818JMR1F,D06,18.16,,,,1,,080818JMR3F,D06,34.54,1,,34.54,15.461,,,46,,,,,,,,,,,,,,,,,,,
45,,"40kL Flow, Tank 20",2,20.40.2,,,,,,,,,,080818JMR3F,E06,36.07,1,,36.07,13.931,,,46,,,,,,,,,,,,,,,,,,,
45,,"40kL Flow, Tank 20",2,20.40.2,,,,,,,,,,080818JMR3F,F06,35.97,1,,35.97,14.031,,,46,,,,,,,,,,,,,,,,,,,
45,,"40kL Flow, Tank 20",2,20.40.2,,,,,,,,,,080818JMR3F,G06,36.21,1,,36.21,13.791,,,46,,,,,,,,,,,,,,,,,,,
45,,"40kL Flow, Tank 20",2,20.40.2,,,,,,,,,,080818JMR3F,H06,35.73,1,,35.73,14.271,,,46,,,,,,,,,,,,,,,,,,,
46,46,"40kL Flow, Tank 20",3,20.40.3,63,080818JMR2G,A03,18.85,,,,1, 4/4,080818JMR4H,A03,38.27,1,8/8,38.27,11.731,14.004,1.341,63,,,,,,,,,,,,,,,,,,,
46,,"40kL Flow, Tank 20",3,20.40.3,,080818JMR2G,B03,18.54,,,,1,,080818JMR4H,B03,36.16,1,,36.16,13.841,,,63,,,,,,,,,,,,,,,,,,,
46,,"40kL Flow, Tank 20",3,20.40.3,,080818JMR2G,C03,18.38,,,,1,,080818JMR4H,C03,35.05,1,,35.05,14.951,,,63,,,,,,,,,,,,,,,,,,,
46,,"40kL Flow, Tank 20",3,20.40.3,,080818JMR2G,D03,18.89,,,,1,,080818JMR4H,D03,35.43,1,,35.43,14.571,,,63,,,,,,,,,,,,,,,,,,,
46,,"40kL Flow, Tank 20",3,20.40.3,,,,,,,,,,080818JMR4H,E03,35,1,,35,15.001,,,63,,,,,,,,,,,,,,,,,,,
46,,"40kL Flow, Tank 20",3,20.40.3,,,,,,,,,,080818JMR4H,F03,35.08,1,,35.08,14.921,,,63,,,,,,,,,,,,,,,,,,,
46,,"40kL Flow, Tank 20",3,20.40.3,,,,,,,,,,080818JMR4H,G03,35.11,1,,35.11,14.891,,,63,,,,,,,,,,,,,,,,,,,
46,,"40kL Flow, Tank 20",3,20.40.3,,,,,,,,,,080818JMR4H,H03,37.88,1,,37.88,12.121,,,63,,,,,,,,,,,,,,,,,,,
47,47,"40kL Flow, Tank 21",1,21.40.1,13,080818JMR1G,E03,19.42,,,,1, 4/4,080818JMR2F,A03,34.96,1,8/8,34.96,15.041,14.255,1.585,13,,,,,,,,,,,,,,,,,,,
47,,"40kL Flow, Tank 21",1,21.40.1,,080818JMR1G,F03,19.09,,,,1,,080818JMR2F,B03,35.3,1,,35.3,14.701,,,13,,,,,,,,,,,,,,,,,,,
47,,"40kL Flow, Tank 21",1,21.40.1,,080818JMR1G,G03,18.96,,,,1,,080818JMR2F,C03,36.98,1,,36.98,13.021,,,13,,,,,,,,,,,,,,,,,,,
47,,"40kL Flow, Tank 21",1,21.40.1,,080818JMR1G,H03,19.26,,,,1,,080818JMR2F,D03,36.06,1,,36.06,13.941,,,13,,,,,,,,,,,,,,,,,,,
47,,"40kL Flow, Tank 21",1,21.40.1,,,,,,,,,,080818JMR2F,E03,34.13,1,,34.13,15.871,,,13,,,,,,,,,,,,,,,,,,,
47,,"40kL Flow, Tank 21",1,21.40.1,,,,,,,,,,080818JMR2F,F03,34.35,1,,34.35,15.651,,,13,,,,,,,,,,,,,,,,,,,
47,,"40kL Flow, Tank 21",1,21.40.1,,,,,,,,,,080818JMR2F,G03,35.23,1,,35.23,14.771,,,13,,,,,,,,,,,,,,,,,,,
47,,"40kL Flow, Tank 21",1,21.40.1,,,,,,,,,,080818JMR2F,H03,38.96,1,,38.96,11.041,,,13,,,,,,,,,,,,,,,,,,,
48,48,"40kL Flow, Tank 21",2,21.40.2,38,080818JMR1H,E08,16.06,,,,1, 4/4,080818JMR3H,A08,33.77,1,8/8,33.77,16.231,16.045,0.589,38,,,,,,,,,,,,,,,,,,,
48,,"40kL Flow, Tank 21",2,21.40.2,,080818JMR1H,F08,16.41,,,,1,,080818JMR3H,B08,35.24,1,,35.24,14.761,,,38,,,,,,,,,,,,,,,,,,,
48,,"40kL Flow, Tank 21",2,21.40.2,,080818JMR1H,G08,16.12,,,,1,,080818JMR3H,C08,34.07,1,,34.07,15.931,,,38,,,,,,,,,,,,,,,,,,,
48,,"40kL Flow, Tank 21",2,21.40.2,,080818JMR1H,H08,16.47,,,,1,,080818JMR3H,D08,33.49,1,,33.49,16.511,,,38,,,,,,,,,,,,,,,,,,,
48,,"40kL Flow, Tank 21",2,21.40.2,,,,,,,,,,080818JMR3H,E08,33.88,1,,33.88,16.121,,,38,,,,,,,,,,,,,,,,,,,
48,,"40kL Flow, Tank 21",2,21.40.2,,,,,,,,,,080818JMR3H,F08,33.6,1,,33.6,16.401,,,38,,,,,,,,,,,,,,,,,,,
48,,"40kL Flow, Tank 21",2,21.40.2,,,,,,,,,,080818JMR3H,G08,34.21,1,,34.21,15.791,,,38,,,,,,,,,,,,,,,,,,,
48,,"40kL Flow, Tank 21",2,21.40.2,,,,,,,,,,080818JMR3H,H08,33.39,1,,33.39,16.611,,,38,,,,,,,,,,,,,,,,,,,
49,49,"40kL Flow, Tank 21",3,21.40.3,42,080818JMR1F,A02,17.5,,,,1, 4/4,080818JMR3F,A02,N/A,0,6/8,50,0.001,10.672,6.610,42,,,,,,,,,,,,,,,,,,,
49,,"40kL Flow, Tank 21",3,21.40.3,,080818JMR1F,B02,18.1,,,,1,,080818JMR3F,B02,36.17,1,,36.17,13.831,,,42,,,,,,,,,,,,,,,,,,,
49,,"40kL Flow, Tank 21",3,21.40.3,,080818JMR1F,C02,17.52,,,,1,,080818JMR3F,C02,36.31,1,,36.31,13.691,,,42,,,,,,,,,,,,,,,,,,,
49,,"40kL Flow, Tank 21",3,21.40.3,,080818JMR1F,D02,17.93,,,,1,,080818JMR3F,D02,36.42,1,,36.42,13.581,,,42,,,,,,,,,,,,,,,,,,,
49,,"40kL Flow, Tank 21",3,21.40.3,,,,,,,,,,080818JMR3F,E02,34.72,1,,34.72,15.281,,,42,,,,,,,,,,,,,,,,,,,
49,,"40kL Flow, Tank 21",3,21.40.3,,,,,,,,,,080818JMR3F,F02,N/A,0,,50,0.001,,,42,,,,,,,,,,,,,,,,,,,
49,,"40kL Flow, Tank 21",3,21.40.3,,,,,,,,,,080818JMR3F,G02,35.61,1,,35.61,14.391,,,42,,,,,,,,,,,,,,,,,,,
49,,"40kL Flow, Tank 21",3,21.40.3,,,,,,,,,,080818JMR3F,H02,35.4,1,,35.4,14.601,,,42,,,,,,,,,,,,,,,,,,,
50,50,"40kL Flow, Tank 24",1,24.40.1,11,080818JMR1G,E01,20.57,,,,1, 4/4,080818JMR2F,A01,36.21,1,7/8,36.21,13.791,11.537,4.722,11,,,,,,,,,,,,,,,,,,,
50,,"40kL Flow, Tank 24",1,24.40.1,,080818JMR1G,F01,20.58,,,,1,,080818JMR2F,B01,36.39,1,,36.39,13.611,,,11,,,,,,,,,,,,,,,,,,,
50,,"40kL Flow, Tank 24",1,24.40.1,,080818JMR1G,G01,20.25,,,,1,,080818JMR2F,C01,36.22,1,,36.22,13.781,,,11,,,,,,,,,,,,,,,,,,,
50,,"40kL Flow, Tank 24",1,24.40.1,,080818JMR1G,H01,20.52,,,,1,,080818JMR2F,D01,37.13,1,,37.13,12.871,,,11,,,,,,,,,,,,,,,,,,,
50,,"40kL Flow, Tank 24",1,24.40.1,,,,,,,,,,080818JMR2F,E01,36.07,1,,36.07,13.931,,,11,,,,,,,,,,,,,,,,,,,
50,,"40kL Flow, Tank 24",1,24.40.1,,,,,,,,,,080818JMR2F,F01,N/A,0,,50,0.001,,,11,,,,,,,,,,,,,,,,,,,
50,,"40kL Flow, Tank 24",1,24.40.1,,,,,,,,,,080818JMR2F,G01,38.22,1,,38.22,11.781,,,11,,,,,,,,,,,,,,,,,,,
50,,"40kL Flow, Tank 24",1,24.40.1,,,,,,,,,,080818JMR2F,H01,37.47,1,,37.47,12.531,,,11,,,,,,,,,,,,,,,,,,,
51,51,"40kL Flow, Tank 24",2,24.40.2,50,080818JMR1F,A10,22.33,,,,1, 4/4,080818JMR3F,A10,36.25,1,2/8,36.25,13.751,3.160,5.879,50,,,,,,,,,,,,,,,,,,,
51,,"40kL Flow, Tank 24",2,24.40.2,,080818JMR1F,B10,22.3,,,,1,,080818JMR3F,B10,N/A,0,,50,0.001,,,50,,,,,,,,,,,,,,,,,,,
51,,"40kL Flow, Tank 24",2,24.40.2,,080818JMR1F,C10,21.91,,,,1,,080818JMR3F,C10,N/A,0,,50,0.001,,,50,,,,,,,,,,,,,,,,,,,
51,,"40kL Flow, Tank 24",2,24.40.2,,080818JMR1F,D10,22.23,,,,1,,080818JMR3F,D10,N/A,0,,50,0.001,,,50,,,,,,,,,,,,,,,,,,,
51,,"40kL Flow, Tank 24",2,24.40.2,,,,,,,,,,080818JMR3F,E10,38.48,1,,38.48,11.521,,,50,,,,,,,,,,,,,,,,,,,
51,,"40kL Flow, Tank 24",2,24.40.2,,,,,,,,,,080818JMR3F,F10,N/A,0,,50,0.001,,,50,,,,,,,,,,,,,,,,,,,
