Sort Code,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Adjusted Ct  (N/A=50),Transformed Ct (50.001-Ct),Score,Frequency,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
31,"2 Fish, Tank 21",1,02.21.1,,,,,,,072518JMR1F,F07,36.49,36.49,13.51,1,,,,7,,,,,,eONKI4,070819MJA1H,E11,N/A,0,,,,,,,,,31
31,"2 Fish, Tank 21",1,02.21.1,,,,,,,072518JMR1F,G07,36.39,36.39,13.61,1,,,,7,,,,,,eONKI4,070819MJA1H,F11,N/A,0,,,,,,,,,31
31,"2 Fish, Tank 21",1,02.21.1,,,,,,,072518JMR1F,H07,37.58,37.58,12.42,1,,,,7,,,,,,eONKI4,070819MJA1H,G11,N/A,0,,,,,,,,,31
32,"2 Fish, Tank 21",2,02.21.2,112,072418JMR3G,E02,16.4,1, 4/4,072518JMR4H,A02,35.72,35.72,14.28,1,8/8,13.20,2.09,112,,,,,,eONKI4,070819MJA1H,H11,N/A,0,,,,,,,,,32
32,"2 Fish, Tank 21",2,02.21.2,,072418JMR3G,F02,16.25,1,,072518JMR4H,B02,37.24,37.24,12.76,1,,,,112,,,,,,,,,,,,,,,,,,,32
32,"2 Fish, Tank 21",2,02.21.2,,072418JMR3G,G02,16.3,1,,072518JMR4H,C02,41.62,41.62,8.38,1,,,,112,,,,,,,,,,,,,,,,,,,32
32,"2 Fish, Tank 21",2,02.21.2,,072418JMR3G,H02,16.44,1,,072518JMR4H,D02,36.59,36.59,13.41,1,,,,112,,,,,,,,,,,,,,,,,,,32
32,"2 Fish, Tank 21",2,02.21.2,,,,,,,072518JMR4H,E02,37.98,37.98,12.02,1,,,,112,,,,,,,,,,,,,,,,,,,32
32,"2 Fish, Tank 21",2,02.21.2,,,,,,,072518JMR4H,F02,35.25,35.25,14.75,1,,,,112,,,,,,,,,,,,,,,,,,,32
32,"2 Fish, Tank 21",2,02.21.2,,,,,,,072518JMR4H,G02,35.22,35.22,14.78,1,,,,112,,,,,,,,,,,,,,,,,,,32
32,"2 Fish, Tank 21",2,02.21.2,,,,,,,072518JMR4H,H02,34.78,34.78,15.22,1,,,,112,,,,,,,,,,,,,,,,,,,32
33,"2 Fish, Tank 21",3,02.21.3,79,072418JMR2G,E09,16.32,1, 4/4,072518JMR3G,A09,35.77,35.77,14.23,1,8/8,13.67,0.94,79,,,,,,,,,,,,,,,,,,,33
33,"2 Fish, Tank 21",3,02.21.3,,072418JMR2G,F09,15.85,1,,072518JMR3G,B09,38.06,38.06,11.94,1,,,,79,,,,,,,,,,,,,,,,,,,33
33,"2 Fish, Tank 21",3,02.21.3,,072418JMR2G,G09,16.12,1,,072518JMR3G,C09,36.3,36.3,13.70,1,,,,79,,,,,,,,,,,,,,,,,,,33
33,"2 Fish, Tank 21",3,02.21.3,,072418JMR2G,H09,16.43,1,,072518JMR3G,D09,37.05,37.05,12.95,1,,,,79,,,,,,,,,,,,,,,,,,,33
33,"2 Fish, Tank 21",3,02.21.3,,,,,,,072518JMR3G,E09,34.67,34.67,15.33,1,,,,79,,,,,,,,,,,,,,,,,,,33
33,"2 Fish, Tank 21",3,02.21.3,,,,,,,072518JMR3G,F09,36.04,36.04,13.96,1,,,,79,,,,,,,,,,,,,,,,,,,33
33,"2 Fish, Tank 21",3,02.21.3,,,,,,,072518JMR3G,G09,35.91,35.91,14.09,1,,,,79,,,,,,,,,,,,,,,,,,,33
33,"2 Fish, Tank 21",3,02.21.3,,,,,,,072518JMR3G,H09,36.83,36.83,13.17,1,,,,79,,,,,,,,,,,,,,,,,,,33
34,"2 Fish, Tank 21",4,02.21.4,58,072418JMR2F,E08,15.91,1, 4/4,072518JMR2H,A08,35.59,35.59,14.41,1,8/8,13.86,0.80,58,,,,,,,,,,,,,,,,,,,
34,"2 Fish, Tank 21",4,02.21.4,,072418JMR2F,F08,16.04,1,,072518JMR2H,B08,35.12,35.12,14.88,1,,,,58,,,,,,,,,,,,,,,,,,,
34,"2 Fish, Tank 21",4,02.21.4,,072418JMR2F,G08,16.33,1,,072518JMR2H,C08,35.44,35.44,14.56,1,,,,58,,,,,,,,,,,,,,,,,,,
34,"2 Fish, Tank 21",4,02.21.4,,072418JMR2F,H08,16.68,1,,072518JMR2H,D08,35.61,35.61,14.39,1,,,,58,,,,,,,,,,,,,,,,,,,
34,"2 Fish, Tank 21",4,02.21.4,,,,,,,072518JMR2H,E08,37.36,37.36,12.64,1,,,,58,,,,,,,,,,,,,,,,,,,
34,"2 Fish, Tank 21",4,02.21.4,,,,,,,072518JMR2H,F08,36.11,36.11,13.89,1,,,,58,,,,,,,,,,,,,,,,,,,
34,"2 Fish, Tank 21",4,02.21.4,,,,,,,072518JMR2H,G08,36.65,36.65,13.35,1,,,,58,,,,,,,,,,,,,,,,,,,
34,"2 Fish, Tank 21",4,02.21.4,,,,,,,072518JMR2H,H08,37.28,37.28,12.72,1,,,,58,,,,,,,,,,,,,,,,,,,
35,"2 Fish, Tank 21",5,02.21.5,157,072418JMR4G,E07,15.89,1, 4/4,072618JMR2F,A07,36.99,36.99,13.01,1,7/8,11.53,0.93,157,,,,,,,,,,,,,,,,,,,
35,"2 Fish, Tank 21",5,02.21.5,,072418JMR4G,F07,16.18,1,,072618JMR2F,B07,37.31,37.31,12.69,1,,,,157,,,,,,,,,,,,,,,,,,,
35,"2 Fish, Tank 21",5,02.21.5,,072418JMR4G,G07,16.34,1,,072618JMR2F,C07,35.61,35.61,14.39,1,,,,157,,,,,,,,,,,,,,,,,,,
35,"2 Fish, Tank 21",5,02.21.5,,072418JMR4G,H07,16.44,1,,072618JMR2F,D07,36.19,36.19,13.81,1,,,,157,,,,,,,,,,,,,,,,,,,
35,"2 Fish, Tank 21",5,02.21.5,,,,,,,072618JMR2F,E07,36.37,36.37,13.63,1,,,,157,,,,,,,,,,,,,,,,,,,
35,"2 Fish, Tank 21",5,02.21.5,,,,,,,072618JMR2F,F07,36.56,36.56,13.44,1,,,,157,,,,,,,,,,,,,,,,,,,
35,"2 Fish, Tank 21",5,02.21.5,,,,,,,072618JMR2F,G07,N/A,50,0.00,0,,,,157,,,,,,,,,,,,,,,,,,,
35,"2 Fish, Tank 21",5,02.21.5,,,,,,,072618JMR2F,H07,38.73,38.73,11.27,1,,,,157,,,,,,,,,,,,,,,,,,,
36,"2 Fish, Tank 24",1,02.24.1,72,072418JMR2G,E02,16.35,1, 4/4,072518JMR3G,A02,35.27,35.27,14.73,1,8/8,14.90,0.48,72,,,,,,,,,,,,,,,,,,,
36,"2 Fish, Tank 24",1,02.24.1,,072418JMR2G,F02,16.21,1,,072518JMR3G,B02,35.28,35.28,14.72,1,,,,72,,,,,,,,,,,,,,,,,,,
36,"2 Fish, Tank 24",1,02.24.1,,072418JMR2G,G02,16.54,1,,072518JMR3G,C02,35.44,35.44,14.56,1,,,,72,,,,,,,,,,,,,,,,,,,
36,"2 Fish, Tank 24",1,02.24.1,,072418JMR2G,H02,16.79,1,,072518JMR3G,D02,35.29,35.29,14.71,1,,,,72,,,,,,,,,,,,,,,,,,,
36,"2 Fish, Tank 24",1,02.24.1,,,,,,,072518JMR3G,E02,35.76,35.76,14.24,1,,,,72,,,,,,,,,,,,,,,,,,,
36,"2 Fish, Tank 24",1,02.24.1,,,,,,,072518JMR3G,F02,34.12,34.12,15.88,1,,,,72,,,,,,,,,,,,,,,,,,,
36,"2 Fish, Tank 24",1,02.24.1,,,,,,,072518JMR3G,G02,34.69,34.69,15.31,1,,,,72,,,,,,,,,,,,,,,,,,,
36,"2 Fish, Tank 24",1,02.24.1,,,,,,,072518JMR3G,H02,34.92,34.92,15.08,1,,,,72,,,,,,,,,,,,,,,,,,,
37,"2 Fish, Tank 24",2,02.24.2,37,072418JMR1G,E07,15.24,1, 4/4,072518JMR2F,A07,33.13,33.13,16.87,1,8/8,16.52,0.58,37,,,,,,,,,,,,,,,,,,,
37,"2 Fish, Tank 24",2,02.24.2,,072418JMR1G,F07,15.46,1,,072518JMR2F,B07,33.24,33.24,16.76,1,,,,37,,,,,,,,,,,,,,,,,,,
37,"2 Fish, Tank 24",2,02.24.2,,072418JMR1G,G07,15.48,1,,072518JMR2F,C07,32.8,32.8,17.20,1,,,,37,,,,,,,,,,,,,,,,,,,
37,"2 Fish, Tank 24",2,02.24.2,,072418JMR1G,H07,15.85,1,,072518JMR2F,D07,33.05,33.05,16.95,1,,,,37,,,,,,,,,,,,,,,,,,,
37,"2 Fish, Tank 24",2,02.24.2,,,,,,,072518JMR2F,E07,33.5,33.5,16.50,1,,,,37,,,,,,,,,,,,,,,,,,,
37,"2 Fish, Tank 24",2,02.24.2,,,,,,,072518JMR2F,F07,33.67,33.67,16.33,1,,,,37,,,,,,,,,,,,,,,,,,,
37,"2 Fish, Tank 24",2,02.24.2,,,,,,,072518JMR2F,G07,33.63,33.63,16.37,1,,,,37,,,,,,,,,,,,,,,,,,,
37,"2 Fish, Tank 24",2,02.24.2,,,,,,,072518JMR2F,H07,34.81,34.81,15.19,1,,,,37,,,,,,,,,,,,,,,,,,,
38,"2 Fish, Tank 24",3,02.24.3,36,072418JMR1G,E06,16.09,1, 4/4,072518JMR2F,A06,34.27,34.27,15.73,1,8/8,15.49,0.89,36,,,,,,,,,,,,,,,,,,,
38,"2 Fish, Tank 24",3,02.24.3,,072418JMR1G,F06,16.04,1,,072518JMR2F,B06,33.53,33.53,16.47,1,,,,36,,,,,,,,,,,,,,,,,,,
38,"2 Fish, Tank 24",3,02.24.3,,072418JMR1G,G06,15.96,1,,072518JMR2F,C06,35.13,35.13,14.87,1,,,,36,,,,,,,,,,,,,,,,,,,
38,"2 Fish, Tank 24",3,02.24.3,,072418JMR1G,H06,16.58,1,,072518JMR2F,D06,33.22,33.22,16.78,1,,,,36,,,,,,,,,,,,,,,,,,,
38,"2 Fish, Tank 24",3,02.24.3,,,,,,,072518JMR2F,E06,34.49,34.49,15.51,1,,,,36,,,,,,,,,,,,,,,,,,,
38,"2 Fish, Tank 24",3,02.24.3,,,,,,,072518JMR2F,F06,36.14,36.14,13.86,1,,,,36,,,,,,,,,,,,,,,,,,,
38,"2 Fish, Tank 24",3,02.24.3,,,,,,,072518JMR2F,G06,34.1,34.1,15.90,1,,,,36,,,,,,,,,,,,,,,,,,,
38,"2 Fish, Tank 24",3,02.24.3,,,,,,,072518JMR2F,H06,35.19,35.19,14.81,1,,,,36,,,,,,,,,,,,,,,,,,,
39,"2 Fish, Tank 24",4,02.24.4,33,072418JMR1G,E03,16.01,1, 4/4,072518JMR2F,A03,33.02,33.02,16.98,1,8/8,16.03,0.59,33,,,,,,,,,,,,,,,,,,,
39,"2 Fish, Tank 24",4,02.24.4,,072418JMR1G,F03,16.14,1,,072518JMR2F,B03,34.1,34.1,15.90,1,,,,33,,,,,,,,,,,,,,,,,,,
39,"2 Fish, Tank 24",4,02.24.4,,072418JMR1G,G03,16.15,1,,072518JMR2F,C03,34.52,34.52,15.48,1,,,,33,,,,,,,,,,,,,,,,,,,
39,"2 Fish, Tank 24",4,02.24.4,,072418JMR1G,H03,16.37,1,,072518JMR2F,D03,33.38,33.38,16.62,1,,,,33,,,,,,,,,,,,,,,,,,,
39,"2 Fish, Tank 24",4,02.24.4,,,,,,,072518JMR2F,E03,34.01,34.01,15.99,1,,,,33,,,,,,,,,,,,,,,,,,,
39,"2 Fish, Tank 24",4,02.24.4,,,,,,,072518JMR2F,F03,35.02,35.02,14.98,1,,,,33,,,,,,,,,,,,,,,,,,,
39,"2 Fish, Tank 24",4,02.24.4,,,,,,,072518JMR2F,G03,34.03,34.03,15.97,1,,,,33,,,,,,,,,,,,,,,,,,,
39,"2 Fish, Tank 24",4,02.24.4,,,,,,,072518JMR2F,H03,33.69,33.69,16.31,1,,,,33,,,,,,,,,,,,,,,,,,,
40,"2 Fish, Tank 24",5,02.24.5,81,072418JMR3F,A01,15.99,1, 4/4,072518JMR3H,A01,35.42,35.42,14.58,1,8/8,13.92,0.64,81,,,,,,,,,,,,,,,,,,,
40,"2 Fish, Tank 24",5,02.24.5,,072418JMR3F,B01,16.04,1,,072518JMR3H,B01,36.87,36.87,13.13,1,,,,81,,,,,,,,,,,,,,,,,,,
40,"2 Fish, Tank 24",5,02.24.5,,072418JMR3F,C01,15.99,1,,072518JMR3H,C01,35.6,35.6,14.40,1,,,,81,,,,,,,,,,,,,,,,,,,
40,"2 Fish, Tank 24",5,02.24.5,,072418JMR3F,D01,16.19,1,,072518JMR3H,D01,36.41,36.41,13.59,1,,,,81,,,,,,,,,,,,,,,,,,,
40,"2 Fish, Tank 24",5,02.24.5,,,,,,,072518JMR3H,E01,35.65,35.65,14.35,1,,,,81,,,,,,,,,,,,,,,,,,,
40,"2 Fish, Tank 24",5,02.24.5,,,,,,,072518JMR3H,F01,35.34,35.34,14.66,1,,,,81,,,,,,,,,,,,,,,,,,,
40,"2 Fish, Tank 24",5,02.24.5,,,,,,,072518JMR3H,G01,36.22,36.22,13.78,1,,,,81,,,,,,,,,,,,,,,,,,,
40,"2 Fish, Tank 24",5,02.24.5,,,,,,,072518JMR3H,H01,37.16,37.16,12.84,1,,,,81,,,,,,,,,,,,,,,,,,,
41,"4 Fish, Tank 19",1,04.19.1,138,072418JMR4F,E08,16.11,1, 4/4,072618JMR1G,A08,33.59,33.59,16.41,1,8/8,15.87,0.31,138,,,,,,,,,,,,,,,,,,,
41,"4 Fish, Tank 19",1,04.19.1,,072418JMR4F,F08,16.36,1,,072618JMR1G,B08,33.98,33.98,16.02,1,,,,138,,,,,,,,,,,,,,,,,,,
41,"4 Fish, Tank 19",1,04.19.1,,072418JMR4F,G08,16.55,1,,072618JMR1G,C08,34.63,34.63,15.37,1,,,,138,,,,,,,,,,,,,,,,,,,
41,"4 Fish, Tank 19",1,04.19.1,,072418JMR4F,H08,16.88,1,,072618JMR1G,D08,34.05,34.05,15.95,1,,,,138,,,,,,,,,,,,,,,,,,,
41,"4 Fish, Tank 19",1,04.19.1,,,,,,,072618JMR1G,E08,34.18,34.18,15.82,1,,,,138,,,,,,,,,,,,,,,,,,,
41,"4 Fish, Tank 19",1,04.19.1,,,,,,,072618JMR1G,F08,33.97,33.97,16.03,1,,,,138,,,,,,,,,,,,,,,,,,,
41,"4 Fish, Tank 19",1,04.19.1,,,,,,,072618JMR1G,G08,34.55,34.55,15.45,1,,,,138,,,,,,,,,,,,,,,,,,,
41,"4 Fish, Tank 19",1,04.19.1,,,,,,,072618JMR1G,H08,34.1,34.1,15.90,1,,,,138,,,,,,,,,,,,,,,,,,,
42,"4 Fish, Tank 19",2,04.19.2,40,072418JMR1G,E10,16.16,1, 4/4,072518JMR2F,A10,32.17,32.17,17.83,1,8/8,17.35,0.46,40,,,,,,,,,,,,,,,,,,,
42,"4 Fish, Tank 19",2,04.19.2,,072418JMR1G,F10,16.37,1,,072518JMR2F,B10,31.93,31.93,18.07,1,,,,40,,,,,,,,,,,,,,,,,,,
42,"4 Fish, Tank 19",2,04.19.2,,072418JMR1G,G10,16.25,1,,072518JMR2F,C10,32.48,32.48,17.52,1,,,,40,,,,,,,,,,,,,,,,,,,
42,"4 Fish, Tank 19",2,04.19.2,,072418JMR1G,H10,16.42,1,,072518JMR2F,D10,32.65,32.65,17.35,1,,,,40,,,,,,,,,,,,,,,,,,,
42,"4 Fish, Tank 19",2,04.19.2,,,,,,,072518JMR2F,E10,32.44,32.44,17.56,1,,,,40,,,,,,,,,,,,,,,,,,,
42,"4 Fish, Tank 19",2,04.19.2,,,,,,,072518JMR2F,F10,33.27,33.27,16.73,1,,,,40,,,,,,,,,,,,,,,,,,,
42,"4 Fish, Tank 19",2,04.19.2,,,,,,,072518JMR2F,G10,33.01,33.01,16.99,1,,,,40,,,,,,,,,,,,,,,,,,,
42,"4 Fish, Tank 19",2,04.19.2,,,,,,,072518JMR2F,H10,33.27,33.27,16.73,1,,,,40,,,,,,,,,,,,,,,,,,,
43,"4 Fish, Tank 19",3,04.19.3,94,072418JMR3F,E04,16.19,1, 4/4,072518JMR4F,A04,33.48,33.48,16.52,1,8/8,16.18,0.45,94,,,,,,,,,,,,,,,,,,,
43,"4 Fish, Tank 19",3,04.19.3,,072418JMR3F,F04,16.46,1,,072518JMR4F,B04,34.11,34.11,15.89,1,,,,94,,,,,,,,,,,,,,,,,,,
43,"4 Fish, Tank 19",3,04.19.3,,072418JMR3F,G04,17.4,1,,072518JMR4F,C04,33.08,33.08,16.92,1,,,,94,,,,,,,,,,,,,,,,,,,
43,"4 Fish, Tank 19",3,04.19.3,,072418JMR3F,H04,16.7,1,,072518JMR4F,D04,33.44,33.44,16.56,1,,,,94,,,,,,,,,,,,,,,,,,,
43,"4 Fish, Tank 19",3,04.19.3,,,,,,,072518JMR4F,E04,33.86,33.86,16.14,1,,,,94,,,,,,,,,,,,,,,,,,,
43,"4 Fish, Tank 19",3,04.19.3,,,,,,,072518JMR4F,F04,34.55,34.55,15.45,1,,,,94,,,,,,,,,,,,,,,,,,,
43,"4 Fish, Tank 19",3,04.19.3,,,,,,,072518JMR4F,G04,34.24,34.24,15.76,1,,,,94,,,,,,,,,,,,,,,,,,,
43,"4 Fish, Tank 19",3,04.19.3,,,,,,,072518JMR4F,H04,33.77,33.77,16.23,1,,,,94,,,,,,,,,,,,,,,,,,,
44,"4 Fish, Tank 19",4,04.19.4,66,072418JMR2G,A06,16.48,1, 4/4,072518JMR3F,A06,36.11,36.11,13.89,1,8/8,15.85,0.80,66,,,,,,,,,,,,,,,,,,,
44,"4 Fish, Tank 19",4,04.19.4,,072418JMR2G,B06,16.58,1,,072518JMR3F,B06,33.75,33.75,16.25,1,,,,66,,,,,,,,,,,,,,,,,,,
44,"4 Fish, Tank 19",4,04.19.4,,072418JMR2G,C06,16.21,1,,072518JMR3F,C06,33.71,33.71,16.29,1,,,,66,,,,,,,,,,,,,,,,,,,
44,"4 Fish, Tank 19",4,04.19.4,,072418JMR2G,D06,16.48,1,,072518JMR3F,D06,34.17,34.17,15.83,1,,,,66,,,,,,,,,,,,,,,,,,,
44,"4 Fish, Tank 19",4,04.19.4,,,,,,,072518JMR3F,E06,33.18,33.18,16.82,1,,,,66,,,,,,,,,,,,,,,,,,,
44,"4 Fish, Tank 19",4,04.19.4,,,,,,,072518JMR3F,F06,34.16,34.16,15.84,1,,,,66,,,,,,,,,,,,,,,,,,,
44,"4 Fish, Tank 19",4,04.19.4,,,,,,,072518JMR3F,G06,34.04,34.04,15.96,1,,,,66,,,,,,,,,,,,,,,,,,,
44,"4 Fish, Tank 19",4,04.19.4,,,,,,,072518JMR3F,H06,34.05,34.05,15.95,1,,,,66,,,,,,,,,,,,,,,,,,,
45,"4 Fish, Tank 19",5,04.19.5,43,072418JMR2F,A03,16.18,1, 4/4,072518JMR2G,A03,34.93,34.93,15.07,1,8/8,14.76,0.78,43,,,,,,,,,,,,,,,,,,,
45,"4 Fish, Tank 19",5,04.19.5,,072418JMR2F,B03,16.27,1,,072518JMR2G,B03,35.15,35.15,14.85,1,,,,43,,,,,,,,,,,,,,,,,,,
45,"4 Fish, Tank 19",5,04.19.5,,072418JMR2F,C03,16.32,1,,072518JMR2G,C03,34.66,34.66,15.34,1,,,,43,,,,,,,,,,,,,,,,,,,
45,"4 Fish, Tank 19",5,04.19.5,,072418JMR2F,D03,16.49,1,,072518JMR2G,D03,33.96,33.96,16.04,1,,,,43,,,,,,,,,,,,,,,,,,,
45,"4 Fish, Tank 19",5,04.19.5,,,,,,,072518JMR2G,E03,36.19,36.19,13.81,1,,,,43,,,,,,,,,,,,,,,,,,,
45,"4 Fish, Tank 19",5,04.19.5,,,,,,,072518JMR2G,F03,36.56,36.56,13.44,1,,,,43,,,,,,,,,,,,,,,,,,,
45,"4 Fish, Tank 19",5,04.19.5,,,,,,,072518JMR2G,G03,35.04,35.04,14.96,1,,,,43,,,,,,,,,,,,,,,,,,,
45,"4 Fish, Tank 19",5,04.19.5,,,,,,,072518JMR2G,H03,35.46,35.46,14.54,1,,,,43,,,,,,,,,,,,,,,,,,,
46,"4 Fish, Tank 20",1,04.20.1,125,072418JMR4F,A05,16.85,1, 4/4,072618JMR1F,A05,32.98,32.98,17.02,1,8/8,17.13,0.39,125,,,,,,,,,,,,,,,,,,,
46,"4 Fish, Tank 20",1,04.20.1,,072418JMR4F,B05,16.65,1,,072618JMR1F,B05,32.77,32.77,17.23,1,,,,125,,,,,,,,,,,,,,,,,,,
46,"4 Fish, Tank 20",1,04.20.1,,072418JMR4F,C05,16.74,1,,072618JMR1F,C05,32.36,32.36,17.64,1,,,,125,,,,,,,,,,,,,,,,,,,
46,"4 Fish, Tank 20",1,04.20.1,,072418JMR4F,D05,16.85,1,,072618JMR1F,D05,33.39,33.39,16.61,1,,,,125,,,,,,,,,,,,,,,,,,,
46,"4 Fish, Tank 20",1,04.20.1,,,,,,,072618JMR1F,E05,32.51,32.51,17.49,1,,,,125,,,,,,,,,,,,,,,,,,,
46,"4 Fish, Tank 20",1,04.20.1,,,,,,,072618JMR1F,F05,32.69,32.69,17.31,1,,,,125,,,,,,,,,,,,,,,,,,,
46,"4 Fish, Tank 20",1,04.20.1,,,,,,,072618JMR1F,G05,32.74,32.74,17.26,1,,,,125,,,,,,,,,,,,,,,,,,,
46,"4 Fish, Tank 20",1,04.20.1,,,,,,,072618JMR1F,H05,33.55,33.55,16.45,1,,,,125,,,,,,,,,,,,,,,,,,,
47,"4 Fish, Tank 20",2,04.20.2,8,072418JMR1F,A08,16.79,1, 4/4,072518JMR1F,A08,32.68,32.68,17.32,1,8/8,17.02,0.31,8,,,,,,,,,,,,,,,,,,,
47,"4 Fish, Tank 20",2,04.20.2,,072418JMR1F,B08,17.73,1,,072518JMR1F,B08,32.96,32.96,17.04,1,,,,8,,,,,,,,,,,,,,,,,,,
47,"4 Fish, Tank 20",2,04.20.2,,072418JMR1F,C08,16.92,1,,072518JMR1F,C08,32.3,32.3,17.70,1,,,,8,,,,,,,,,,,,,,,,,,,
47,"4 Fish, Tank 20",2,04.20.2,,072418JMR1F,D08,16.85,1,,072518JMR1F,D08,33.17,33.17,16.83,1,,,,8,,,,,,,,,,,,,,,,,,,
47,"4 Fish, Tank 20",2,04.20.2,,,,,,,072518JMR1F,E08,33.3,33.3,16.70,1,,,,8,,,,,,,,,,,,,,,,,,,
47,"4 Fish, Tank 20",2,04.20.2,,,,,,,072518JMR1F,F08,33.06,33.06,16.94,1,,,,8,,,,,,,,,,,,,,,,,,,
47,"4 Fish, Tank 20",2,04.20.2,,,,,,,072518JMR1F,G08,33.09,33.09,16.91,1,,,,8,,,,,,,,,,,,,,,,,,,
47,"4 Fish, Tank 20",2,04.20.2,,,,,,,072518JMR1F,H08,33.26,33.26,16.74,1,,,,8,,,,,,,,,,,,,,,,,,,
48,"4 Fish, Tank 20",3,04.20.3,109,072418JMR3G,A09,18.47,1, 4/4,072518JMR4G,A09,34.33,34.33,15.67,1,8/8,15.48,0.84,109,,,,,,,,,,,,,,,,,,,
48,"4 Fish, Tank 20",3,04.20.3,,072418JMR3G,B09,17.53,1,,072518JMR4G,B09,34.22,34.22,15.78,1,,,,109,,,,,,,,,,,,,,,,,,,
48,"4 Fish, Tank 20",3,04.20.3,,072418JMR3G,C09,18.02,1,,072518JMR4G,C09,34.81,34.81,15.19,1,,,,109,,,,,,,,,,,,,,,,,,,
48,"4 Fish, Tank 20",3,04.20.3,,072418JMR3G,D09,18.08,1,,072518JMR4G,D09,34.02,34.02,15.98,1,,,,109,,,,,,,,,,,,,,,,,,,
48,"4 Fish, Tank 20",3,04.20.3,,,,,,,072518JMR4G,E09,33.18,33.18,16.82,1,,,,109,,,,,,,,,,,,,,,,,,,
48,"4 Fish, Tank 20",3,04.20.3,,,,,,,072518JMR4G,F09,34.3,34.3,15.70,1,,,,109,,,,,,,,,,,,,,,,,,,
48,"4 Fish, Tank 20",3,04.20.3,,,,,,,072518JMR4G,G09,36.26,36.26,13.74,1,,,,109,,,,,,,,,,,,,,,,,,,
48,"4 Fish, Tank 20",3,04.20.3,,,,,,,072518JMR4G,H09,35.04,35.04,14.96,1,,,,109,,,,,,,,,,,,,,,,,,,
49,"4 Fish, Tank 20",4,04.20.4,123,072418JMR4F,A03,16.36,1, 4/4,072618JMR1F,A03,32.73,32.73,17.27,1,8/8,17.12,0.38,123,,,,,,,,,,,,,,,,,,,
49,"4 Fish, Tank 20",4,04.20.4,,072418JMR4F,B03,16.34,1,,072618JMR1F,B03,33.3,33.3,16.70,1,,,,123,,,,,,,,,,,,,,,,,,,
49,"4 Fish, Tank 20",4,04.20.4,,072418JMR4F,C03,16.29,1,,072618JMR1F,C03,32.11,32.11,17.89,1,,,,123,,,,,,,,,,,,,,,,,,,
49,"4 Fish, Tank 20",4,04.20.4,,072418JMR4F,D03,16.41,1,,072618JMR1F,D03,32.86,32.86,17.14,1,,,,123,,,,,,,,,,,,,,,,,,,
49,"4 Fish, Tank 20",4,04.20.4,,,,,,,072618JMR1F,E03,33.14,33.14,16.86,1,,,,123,,,,,,,,,,,,,,,,,,,
49,"4 Fish, Tank 20",4,04.20.4,,,,,,,072618JMR1F,F03,32.65,32.65,17.35,1,,,,123,,,,,,,,,,,,,,,,,,,
49,"4 Fish, Tank 20",4,04.20.4,,,,,,,072618JMR1F,G03,32.89,32.89,17.11,1,,,,123,,,,,,,,,,,,,,,,,,,
49,"4 Fish, Tank 20",4,04.20.4,,,,,,,072618JMR1F,H03,33.38,33.38,16.62,1,,,,123,,,,,,,,,,,,,,,,,,,
50,"4 Fish, Tank 20",5,04.20.5,15,072418JMR1F,E05,16.57,1, 4/4,072518JMR1G,A05,33.51,33.51,16.49,1,8/8,16.15,0.30,15,,,,,,,,,,,,,,,,,,,
50,"4 Fish, Tank 20",5,04.20.5,,072418JMR1F,F05,16.85,1,,072518JMR1G,B05,34.02,34.02,15.98,1,,,,15,,,,,,,,,,,,,,,,,,,
50,"4 Fish, Tank 20",5,04.20.5,,072418JMR1F,G05,16.74,1,,072518JMR1G,C05,34.22,34.22,15.78,1,,,,15,,,,,,,,,,,,,,,,,,,
50,"4 Fish, Tank 20",5,04.20.5,,072418JMR1F,H05,17.18,1,,072518JMR1G,D05,34.02,34.02,15.98,1,,,,15,,,,,,,,,,,,,,,,,,,
50,"4 Fish, Tank 20",5,04.20.5,,,,,,,072518JMR1G,E05,33.28,33.28,16.72,1,,,,15,,,,,,,,,,,,,,,,,,,
50,"4 Fish, Tank 20",5,04.20.5,,,,,,,072518JMR1G,F05,33.81,33.81,16.19,1,,,,15,,,,,,,,,,,,,,,,,,,
50,"4 Fish, Tank 20",5,04.20.5,,,,,,,072518JMR1G,G05,33.8,33.8,16.20,1,,,,15,,,,,,,,,,,,,,,,,,,
50,"4 Fish, Tank 20",5,04.20.5,,,,,,,072518JMR1G,H05,34.16,34.16,15.84,1,,,,15,,,,,,,,,,,,,,,,,,,
51,"4 Fish, Tank 21",1,04.21.1,111,072418JMR3G,E01,16.31,1, 4/4,072518JMR4H,A01,34.51,34.51,15.49,1,8/8,14.81,0.70,111,,,,,,,,,,,,,,,,,,,
51,"4 Fish, Tank 21",1,04.21.1,,072418JMR3G,F01,16.66,1,,072518JMR4H,B01,35.61,35.61,14.39,1,,,,111,,,,,,,,,,,,,,,,,,,
51,"4 Fish, Tank 21",1,04.21.1,,072418JMR3G,G01,16.75,1,,072518JMR4H,C01,36.18,36.18,13.82,1,,,,111,,,,,,,,,,,,,,,,,,,
51,"4 Fish, Tank 21",1,04.21.1,,072418JMR3G,H01,17.07,1,,072518JMR4H,D01,35,35,15.00,1,,,,111,,,,,,,,,,,,,,,,,,,
