Sort Code,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Adjusted Ct  (N/A=50),Transformed Ct (50.001-Ct),Score,Frequency,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
91,"16 Fish, Tank 21",1,16.21.1,,,,,,,072518JMR1G,E10,33.46,33.46,16.54,1,,,,20,,,,,,,,,,,,,,,,,,,
91,"16 Fish, Tank 21",1,16.21.1,,,,,,,072518JMR1G,F10,33.65,33.65,16.35,1,,,,20,,,,,,,,,,,,,,,,,,,
91,"16 Fish, Tank 21",1,16.21.1,,,,,,,072518JMR1G,G10,33.03,33.03,16.97,1,,,,20,,,,,,,,,,,,,,,,,,,
91,"16 Fish, Tank 21",1,16.21.1,,,,,,,072518JMR1G,H10,33.55,33.55,16.45,1,,,,20,,,,,,,,,,,,,,,,,,,
92,"16 Fish, Tank 21",2,16.21.2,76,072418JMR2G,E06,17.33,1, 4/4,072518JMR3G,A06,33.12,33.12,16.88,1,8/8,16.65,0.38,76,,,,,,,,,,,,,,,,,,,
92,"16 Fish, Tank 21",2,16.21.2,,072418JMR2G,F06,17.44,1,,072518JMR3G,B06,33.45,33.45,16.55,1,,,,76,,,,,,,,,,,,,,,,,,,
92,"16 Fish, Tank 21",2,16.21.2,,072418JMR2G,G06,17.4,1,,072518JMR3G,C06,33.59,33.59,16.41,1,,,,76,,,,,,,,,,,,,,,,,,,
92,"16 Fish, Tank 21",2,16.21.2,,072418JMR2G,H06,18.04,1,,072518JMR3G,D06,33.08,33.08,16.92,1,,,,76,,,,,,,,,,,,,,,,,,,
92,"16 Fish, Tank 21",2,16.21.2,,,,,,,072518JMR3G,E06,33.18,33.18,16.82,1,,,,76,,,,,,,,,,,,,,,,,,,
92,"16 Fish, Tank 21",2,16.21.2,,,,,,,072518JMR3G,F06,33.19,33.19,16.81,1,,,,76,,,,,,,,,,,,,,,,,,,
92,"16 Fish, Tank 21",2,16.21.2,,,,,,,072518JMR3G,G06,32.96,32.96,17.04,1,,,,76,,,,,,,,,,,,,,,,,,,
92,"16 Fish, Tank 21",2,16.21.2,,,,,,,072518JMR3G,H06,34.21,34.21,15.79,1,,,,76,,,,,,,,,,,,,,,,,,,
93,"16 Fish, Tank 21",3,16.21.3,88,072418JMR3F,A08,17.98,1, 4/4,072518JMR3H,A08,34.18,34.18,15.82,1,8/8,16.06,0.35,88,,,,,,,,,,,,,,,,,,,
93,"16 Fish, Tank 21",3,16.21.3,,072418JMR3F,B08,18.04,1,,072518JMR3H,B08,34.21,34.21,15.79,1,,,,88,,,,,,,,,,,,,,,,,,,
93,"16 Fish, Tank 21",3,16.21.3,,072418JMR3F,C08,18.04,1,,072518JMR3H,C08,33.72,33.72,16.28,1,,,,88,,,,,,,,,,,,,,,,,,,
93,"16 Fish, Tank 21",3,16.21.3,,072418JMR3F,D08,18.15,1,,072518JMR3H,D08,33.64,33.64,16.36,1,,,,88,,,,,,,,,,,,,,,,,,,
93,"16 Fish, Tank 21",3,16.21.3,,,,,,,072518JMR3H,E08,33.26,33.26,16.74,1,,,,88,,,,,,,,,,,,,,,,,,,
93,"16 Fish, Tank 21",3,16.21.3,,,,,,,072518JMR3H,F08,34.02,34.02,15.98,1,,,,88,,,,,,,,,,,,,,,,,,,
93,"16 Fish, Tank 21",3,16.21.3,,,,,,,072518JMR3H,G08,34.07,34.07,15.93,1,,,,88,,,,,,,,,,,,,,,,,,,
93,"16 Fish, Tank 21",3,16.21.3,,,,,,,072518JMR3H,H08,34.4,34.4,15.60,1,,,,88,,,,,,,,,,,,,,,,,,,
94,"16 Fish, Tank 21",4,16.21.4,98,072418JMR3F,E08,17.55,1, 4/4,072518JMR4F,A08,32.38,32.38,17.62,1,8/8,17.48,0.40,98,,,,,,,,,,,,,,,,,,,
94,"16 Fish, Tank 21",4,16.21.4,,072418JMR3F,F08,17.5,1,,072518JMR4F,B08,32.04,32.04,17.96,1,,,,98,,,,,,,,,,,,,,,,,,,
94,"16 Fish, Tank 21",4,16.21.4,,072418JMR3F,G08,17.41,1,,072518JMR4F,C08,32.17,32.17,17.83,1,,,,98,,,,,,,,,,,,,,,,,,,
94,"16 Fish, Tank 21",4,16.21.4,,072418JMR3F,H08,17.8,1,,072518JMR4F,D08,32.57,32.57,17.43,1,,,,98,,,,,,,,,,,,,,,,,,,
94,"16 Fish, Tank 21",4,16.21.4,,,,,,,072518JMR4F,E08,32.36,32.36,17.64,1,,,,98,,,,,,,,,,,,,,,,,,,
94,"16 Fish, Tank 21",4,16.21.4,,,,,,,072518JMR4F,F08,32.39,32.39,17.61,1,,,,98,,,,,,,,,,,,,,,,,,,
94,"16 Fish, Tank 21",4,16.21.4,,,,,,,072518JMR4F,G08,33.34,33.34,16.66,1,,,,98,,,,,,,,,,,,,,,,,,,
94,"16 Fish, Tank 21",4,16.21.4,,,,,,,072518JMR4F,H08,32.92,32.92,17.08,1,,,,98,,,,,,,,,,,,,,,,,,,
95,"16 Fish, Tank 21",5,16.21.5,97,072418JMR3F,E07,18.17,1, 4/4,072518JMR4F,A07,33.41,33.41,16.59,1,8/8,16.45,0.42,97,,,,,,,,,,,,,,,,,,,
95,"16 Fish, Tank 21",5,16.21.5,,072418JMR3F,F07,18.12,1,,072518JMR4F,B07,33.29,33.29,16.71,1,,,,97,,,,,,,,,,,,,,,,,,,
95,"16 Fish, Tank 21",5,16.21.5,,072418JMR3F,G07,18.72,1,,072518JMR4F,C07,33.36,33.36,16.64,1,,,,97,,,,,,,,,,,,,,,,,,,
95,"16 Fish, Tank 21",5,16.21.5,,072418JMR3F,H07,18.62,1,,072518JMR4F,D07,33.8,33.8,16.20,1,,,,97,,,,,,,,,,,,,,,,,,,
95,"16 Fish, Tank 21",5,16.21.5,,,,,,,072518JMR4F,E07,33.68,33.68,16.32,1,,,,97,,,,,,,,,,,,,,,,,,,
95,"16 Fish, Tank 21",5,16.21.5,,,,,,,072518JMR4F,F07,32.78,32.78,17.22,1,,,,97,,,,,,,,,,,,,,,,,,,
95,"16 Fish, Tank 21",5,16.21.5,,,,,,,072518JMR4F,G07,33.75,33.75,16.25,1,,,,97,,,,,,,,,,,,,,,,,,,
95,"16 Fish, Tank 21",5,16.21.5,,,,,,,072518JMR4F,H07,34.3,34.3,15.70,1,,,,97,,,,,,,,,,,,,,,,,,,
96,"16 Fish, Tank 24",1,16.24.1,91,072418JMR3F,E01,16.48,1, 4/4,072518JMR4F,A01,30.68,30.68,19.32,1,8/8,18.64,0.30,91,,,,,,,,,,,,,,,,,,,
96,"16 Fish, Tank 24",1,16.24.1,,072418JMR3F,F01,16.14,1,,072518JMR4F,B01,31.58,31.58,18.42,1,,,,91,,,,,,,,,,,,,,,,,,,
96,"16 Fish, Tank 24",1,16.24.1,,072418JMR3F,G01,16.82,1,,072518JMR4F,C01,31.56,31.56,18.44,1,,,,91,,,,,,,,,,,,,,,,,,,
96,"16 Fish, Tank 24",1,16.24.1,,072418JMR3F,H01,16.59,1,,072518JMR4F,D01,31.32,31.32,18.68,1,,,,91,,,,,,,,,,,,,,,,,,,
96,"16 Fish, Tank 24",1,16.24.1,,,,,,,072518JMR4F,E01,31.18,31.18,18.82,1,,,,91,,,,,,,,,,,,,,,,,,,
96,"16 Fish, Tank 24",1,16.24.1,,,,,,,072518JMR4F,F01,31.66,31.66,18.34,1,,,,91,,,,,,,,,,,,,,,,,,,
96,"16 Fish, Tank 24",1,16.24.1,,,,,,,072518JMR4F,G01,31.52,31.52,18.48,1,,,,91,,,,,,,,,,,,,,,,,,,
96,"16 Fish, Tank 24",1,16.24.1,,,,,,,072518JMR4F,H01,31.4,31.4,18.60,1,,,,91,,,,,,,,,,,,,,,,,,,
97,"16 Fish, Tank 24",2,16.24.2,108,072418JMR3G,A08,17.06,1, 4/4,072518JMR4G,A08,31.34,31.34,18.66,1,8/8,18.53,0.54,108,,,,,,,,,,,,,,,,,,,
97,"16 Fish, Tank 24",2,16.24.2,,072418JMR3G,B08,17.18,1,,072518JMR4G,B08,31.07,31.07,18.93,1,,,,108,,,,,,,,,,,,,,,,,,,
97,"16 Fish, Tank 24",2,16.24.2,,072418JMR3G,C08,16.93,1,,072518JMR4G,C08,31.03,31.03,18.97,1,,,,108,,,,,,,,,,,,,,,,,,,
97,"16 Fish, Tank 24",2,16.24.2,,072418JMR3G,D08,17.11,1,,072518JMR4G,D08,30.64,30.64,19.36,1,,,,108,,,,,,,,,,,,,,,,,,,
97,"16 Fish, Tank 24",2,16.24.2,,,,,,,072518JMR4G,E08,31.42,31.42,18.58,1,,,,108,,,,,,,,,,,,,,,,,,,
97,"16 Fish, Tank 24",2,16.24.2,,,,,,,072518JMR4G,F08,31.82,31.82,18.18,1,,,,108,,,,,,,,,,,,,,,,,,,
97,"16 Fish, Tank 24",2,16.24.2,,,,,,,072518JMR4G,G08,32.26,32.26,17.74,1,,,,108,,,,,,,,,,,,,,,,,,,
97,"16 Fish, Tank 24",2,16.24.2,,,,,,,072518JMR4G,H08,32.18,32.18,17.82,1,,,,108,,,,,,,,,,,,,,,,,,,
98,"16 Fish, Tank 24",3,16.24.3,122,072418JMR4F,A02,16.66,1, 4/4,072618JMR1F,A02,31.58,31.58,18.42,1,8/8,18.73,0.18,122,,,,,,,,,,,,,,,,,,,
98,"16 Fish, Tank 24",3,16.24.3,,072418JMR4F,B02,16.68,1,,072618JMR1F,B02,31.11,31.11,18.89,1,,,,122,,,,,,,,,,,,,,,,,,,
98,"16 Fish, Tank 24",3,16.24.3,,072418JMR4F,C02,16.84,1,,072618JMR1F,C02,31.1,31.1,18.90,1,,,,122,,,,,,,,,,,,,,,,,,,
98,"16 Fish, Tank 24",3,16.24.3,,072418JMR4F,D02,16.92,1,,072618JMR1F,D02,31.24,31.24,18.76,1,,,,122,,,,,,,,,,,,,,,,,,,
98,"16 Fish, Tank 24",3,16.24.3,,,,,,,072618JMR1F,E02,31.18,31.18,18.82,1,,,,122,,,,,,,,,,,,,,,,,,,
98,"16 Fish, Tank 24",3,16.24.3,,,,,,,072618JMR1F,F02,31.16,31.16,18.84,1,,,,122,,,,,,,,,,,,,,,,,,,
98,"16 Fish, Tank 24",3,16.24.3,,,,,,,072618JMR1F,G02,31.23,31.23,18.77,1,,,,122,,,,,,,,,,,,,,,,,,,
98,"16 Fish, Tank 24",3,16.24.3,,,,,,,072618JMR1F,H02,31.56,31.56,18.44,1,,,,122,,,,,,,,,,,,,,,,,,,
99,"16 Fish, Tank 24",4,16.24.4,103,072418JMR3G,A03,16.26,1, 4/4,072518JMR4G,A03,31.33,31.33,18.67,1,8/8,18.85,0.12,103,,,,,,,,,,,,,,,,,,,
99,"16 Fish, Tank 24",4,16.24.4,,072418JMR3G,B03,16.3,1,,072518JMR4G,B03,31.06,31.06,18.94,1,,,,103,,,,,,,,,,,,,,,,,,,
99,"16 Fish, Tank 24",4,16.24.4,,072418JMR3G,C03,16.13,1,,072518JMR4G,C03,31.26,31.26,18.74,1,,,,103,,,,,,,,,,,,,,,,,,,
99,"16 Fish, Tank 24",4,16.24.4,,072418JMR3G,D03,16.41,1,,072518JMR4G,D03,31.11,31.11,18.89,1,,,,103,,,,,,,,,,,,,,,,,,,
99,"16 Fish, Tank 24",4,16.24.4,,,,,,,072518JMR4G,E03,30.96,30.96,19.04,1,,,,103,,,,,,,,,,,,,,,,,,,
99,"16 Fish, Tank 24",4,16.24.4,,,,,,,072518JMR4G,F03,31.08,31.08,18.92,1,,,,103,,,,,,,,,,,,,,,,,,,
99,"16 Fish, Tank 24",4,16.24.4,,,,,,,072518JMR4G,G03,31.29,31.29,18.71,1,,,,103,,,,,,,,,,,,,,,,,,,
99,"16 Fish, Tank 24",4,16.24.4,,,,,,,072518JMR4G,H03,31.14,31.14,18.86,1,,,,103,,,,,,,,,,,,,,,,,,,
100,"16 Fish, Tank 24",5,16.24.5,148,072418JMR4G,A08,17.02,1, 4/4,072618JMR1H,A08,33.03,33.03,16.97,1,8/8,17.07,0.21,148,,,,,,,,,,,,,,,,,,,
100,"16 Fish, Tank 24",5,16.24.5,,072418JMR4G,B08,16.7,1,,072618JMR1H,B08,32.88,32.88,17.12,1,,,,148,,,,,,,,,,,,,,,,,,,
100,"16 Fish, Tank 24",5,16.24.5,,072418JMR4G,C08,16.6,1,,072618JMR1H,C08,33.3,33.3,16.70,1,,,,148,,,,,,,,,,,,,,,,,,,
100,"16 Fish, Tank 24",5,16.24.5,,072418JMR4G,D08,16.67,1,,072618JMR1H,D08,32.82,32.82,17.18,1,,,,148,,,,,,,,,,,,,,,,,,,
100,"16 Fish, Tank 24",5,16.24.5,,,,,,,072618JMR1H,E08,32.65,32.65,17.35,1,,,,148,,,,,,,,,,,,,,,,,,,
100,"16 Fish, Tank 24",5,16.24.5,,,,,,,072618JMR1H,F08,32.66,32.66,17.34,1,,,,148,,,,,,,,,,,,,,,,,,,
100,"16 Fish, Tank 24",5,16.24.5,,,,,,,072618JMR1H,G08,33.13,33.13,16.87,1,,,,148,,,,,,,,,,,,,,,,,,,
100,"16 Fish, Tank 24",5,16.24.5,,,,,,,072618JMR1H,H08,33,33,17.00,1,,,,148,,,,,,,,,,,,,,,,,,,
101,"32 Fish, Tank 19",1,32.19.1,143,072418JMR4G,A03,16.69,1, 4/4,072618JMR1H,A03,31.63,31.63,18.37,1,8/8,18.23,0.19,143,,,,,,,,,,,,,,,,,,,
101,"32 Fish, Tank 19",1,32.19.1,,072418JMR4G,B03,16.46,1,,072618JMR1H,B03,31.79,31.79,18.21,1,,,,143,,,,,,,,,,,,,,,,,,,
101,"32 Fish, Tank 19",1,32.19.1,,072418JMR4G,C03,16.53,1,,072618JMR1H,C03,31.9,31.9,18.10,1,,,,143,,,,,,,,,,,,,,,,,,,
101,"32 Fish, Tank 19",1,32.19.1,,072418JMR4G,D03,16.64,1,,072618JMR1H,D03,31.62,31.62,18.38,1,,,,143,,,,,,,,,,,,,,,,,,,
101,"32 Fish, Tank 19",1,32.19.1,,,,,,,072618JMR1H,E03,31.42,31.42,18.58,1,,,,143,,,,,,,,,,,,,,,,,,,
101,"32 Fish, Tank 19",1,32.19.1,,,,,,,072618JMR1H,F03,31.87,31.87,18.13,1,,,,143,,,,,,,,,,,,,,,,,,,
101,"32 Fish, Tank 19",1,32.19.1,,,,,,,072618JMR1H,G03,32.01,32.01,17.99,1,,,,143,,,,,,,,,,,,,,,,,,,
101,"32 Fish, Tank 19",1,32.19.1,,,,,,,072618JMR1H,H03,31.96,31.96,18.04,1,,,,143,,,,,,,,,,,,,,,,,,,
102,"32 Fish, Tank 19",2,32.19.2,141,072418JMR4G,A01,16.63,1, 4/4,072618JMR1H,A01,31.92,31.92,18.08,1,8/8,18.13,0.21,141,,,,,,,,,,,,,,,,,,,
102,"32 Fish, Tank 19",2,32.19.2,,072418JMR4G,B01,16.81,1,,072618JMR1H,B01,31.65,31.65,18.35,1,,,,141,,,,,,,,,,,,,,,,,,,
102,"32 Fish, Tank 19",2,32.19.2,,072418JMR4G,C01,16.79,1,,072618JMR1H,C01,31.93,31.93,18.07,1,,,,141,,,,,,,,,,,,,,,,,,,
102,"32 Fish, Tank 19",2,32.19.2,,072418JMR4G,D01,17.18,1,,072618JMR1H,D01,31.91,31.91,18.09,1,,,,141,,,,,,,,,,,,,,,,,,,
102,"32 Fish, Tank 19",2,32.19.2,,,,,,,072618JMR1H,E01,31.46,31.46,18.54,1,,,,141,,,,,,,,,,,,,,,,,,,
102,"32 Fish, Tank 19",2,32.19.2,,,,,,,072618JMR1H,F01,31.83,31.83,18.17,1,,,,141,,,,,,,,,,,,,,,,,,,
102,"32 Fish, Tank 19",2,32.19.2,,,,,,,072618JMR1H,G01,32.1,32.1,17.90,1,,,,141,,,,,,,,,,,,,,,,,,,
102,"32 Fish, Tank 19",2,32.19.2,,,,,,,072618JMR1H,H01,32.13,32.13,17.87,1,,,,141,,,,,,,,,,,,,,,,,,,
103,"32 Fish, Tank 19",3,32.19.3,16,072418JMR1F,E06,16.96,1, 4/4,072518JMR1G,A06,30.27,30.27,19.73,1,8/8,19.90,0.30,16,,,,,,,,,,,,,,,,,,,
103,"32 Fish, Tank 19",3,32.19.3,,072418JMR1F,F06,16.99,1,,072518JMR1G,B06,29.82,29.82,20.18,1,,,,16,,,,,,,,,,,,,,,,,,,
103,"32 Fish, Tank 19",3,32.19.3,,072418JMR1F,G06,17.13,1,,072518JMR1G,C06,29.62,29.62,20.38,1,,,,16,,,,,,,,,,,,,,,,,,,
103,"32 Fish, Tank 19",3,32.19.3,,072418JMR1F,H06,17.32,1,,072518JMR1G,D06,30.16,30.16,19.84,1,,,,16,,,,,,,,,,,,,,,,,,,
103,"32 Fish, Tank 19",3,32.19.3,,,,,,,072518JMR1G,E06,30.02,30.02,19.98,1,,,,16,,,,,,,,,,,,,,,,,,,
103,"32 Fish, Tank 19",3,32.19.3,,,,,,,072518JMR1G,F06,30.23,30.23,19.77,1,,,,16,,,,,,,,,,,,,,,,,,,
103,"32 Fish, Tank 19",3,32.19.3,,,,,,,072518JMR1G,G06,29.98,29.98,20.02,1,,,,16,,,,,,,,,,,,,,,,,,,
103,"32 Fish, Tank 19",3,32.19.3,,,,,,,072518JMR1G,H06,30.67,30.67,19.33,1,,,,16,,,,,,,,,,,,,,,,,,,
104,"32 Fish, Tank 19",4,32.19.4,24,072418JMR1G,A04,16.7,1, 4/4,072518JMR1H,A04,29.62,29.62,20.38,1,8/8,20.33,0.25,24,,,,,,,,,,,,,,,,,,,
104,"32 Fish, Tank 19",4,32.19.4,,072418JMR1G,B04,17.09,1,,072518JMR1H,B04,30.03,30.03,19.97,1,,,,24,,,,,,,,,,,,,,,,,,,
104,"32 Fish, Tank 19",4,32.19.4,,072418JMR1G,C04,16.41,1,,072518JMR1H,C04,29.22,29.22,20.78,1,,,,24,,,,,,,,,,,,,,,,,,,
104,"32 Fish, Tank 19",4,32.19.4,,072418JMR1G,D04,17.03,1,,072518JMR1H,D04,29.69,29.69,20.31,1,,,,24,,,,,,,,,,,,,,,,,,,
104,"32 Fish, Tank 19",4,32.19.4,,,,,,,072518JMR1H,E04,29.57,29.57,20.43,1,,,,24,,,,,,,,,,,,,,,,,,,
104,"32 Fish, Tank 19",4,32.19.4,,,,,,,072518JMR1H,F04,29.62,29.62,20.38,1,,,,24,,,,,,,,,,,,,,,,,,,
104,"32 Fish, Tank 19",4,32.19.4,,,,,,,072518JMR1H,G04,29.55,29.55,20.45,1,,,,24,,,,,,,,,,,,,,,,,,,
104,"32 Fish, Tank 19",4,32.19.4,,,,,,,072518JMR1H,H04,30.06,30.06,19.94,1,,,,24,,,,,,,,,,,,,,,,,,,
105,"32 Fish, Tank 19",5,32.19.5,50,072418JMR2F,A10,16.49,1, 4/4,072518JMR2G,A10,29.97,29.97,20.03,1,8/8,20.02,0.14,50,,,,,,,,,,,,,,,,,,,
105,"32 Fish, Tank 19",5,32.19.5,,072418JMR2F,B10,16.36,1,,072518JMR2G,B10,30.07,30.07,19.93,1,,,,50,,,,,,,,,,,,,,,,,,,
105,"32 Fish, Tank 19",5,32.19.5,,072418JMR2F,C10,16.74,1,,072518JMR2G,C10,29.81,29.81,20.19,1,,,,50,,,,,,,,,,,,,,,,,,,
105,"32 Fish, Tank 19",5,32.19.5,,072418JMR2F,D10,16.41,1,,072518JMR2G,D10,30.07,30.07,19.93,1,,,,50,,,,,,,,,,,,,,,,,,,
105,"32 Fish, Tank 19",5,32.19.5,,,,,,,072518JMR2G,E10,29.8,29.8,20.20,1,,,,50,,,,,,,,,,,,,,,,,,,
105,"32 Fish, Tank 19",5,32.19.5,,,,,,,072518JMR2G,F10,29.89,29.89,20.11,1,,,,50,,,,,,,,,,,,,,,,,,,
105,"32 Fish, Tank 19",5,32.19.5,,,,,,,072518JMR2G,G10,29.99,29.99,20.01,1,,,,50,,,,,,,,,,,,,,,,,,,
105,"32 Fish, Tank 19",5,32.19.5,,,,,,,072518JMR2G,H10,30.23,30.23,19.77,1,,,,50,,,,,,,,,,,,,,,,,,,
106,"32 Fish, Tank 20",1,32.20.1,4,072418JMR1F,A04,16.88,1, 4/4,072518JMR1F,A04,30.13,30.13,19.87,1,8/8,19.85,0.17,4,,,,,,,,,,,,,,,,,,,
106,"32 Fish, Tank 20",1,32.20.1,,072418JMR1F,B04,16.69,1,,072518JMR1F,B04,30.03,30.03,19.97,1,,,,4,,,,,,,,,,,,,,,,,,,
106,"32 Fish, Tank 20",1,32.20.1,,072418JMR1F,C04,16.73,1,,072518JMR1F,C04,30.07,30.07,19.93,1,,,,4,,,,,,,,,,,,,,,,,,,
106,"32 Fish, Tank 20",1,32.20.1,,072418JMR1F,D04,16.79,1,,072518JMR1F,D04,30.11,30.11,19.89,1,,,,4,,,,,,,,,,,,,,,,,,,
106,"32 Fish, Tank 20",1,32.20.1,,,,,,,072518JMR1F,E04,30.1,30.1,19.90,1,,,,4,,,,,,,,,,,,,,,,,,,
106,"32 Fish, Tank 20",1,32.20.1,,,,,,,072518JMR1F,F04,30,30,20.00,1,,,,4,,,,,,,,,,,,,,,,,,,
106,"32 Fish, Tank 20",1,32.20.1,,,,,,,072518JMR1F,G04,30.21,30.21,19.79,1,,,,4,,,,,,,,,,,,,,,,,,,
106,"32 Fish, Tank 20",1,32.20.1,,,,,,,072518JMR1F,H04,30.56,30.56,19.44,1,,,,4,,,,,,,,,,,,,,,,,,,
107,"32 Fish, Tank 20",2,32.20.2,136,072418JMR4F,E06,16.76,1, 4/4,072618JMR1G,A06,30.01,30.01,19.99,1,8/8,19.97,0.15,136,,,,,,,,,,,,,,,,,,,
107,"32 Fish, Tank 20",2,32.20.2,,072418JMR4F,F06,17.02,1,,072618JMR1G,B06,29.84,29.84,20.16,1,,,,136,,,,,,,,,,,,,,,,,,,
107,"32 Fish, Tank 20",2,32.20.2,,072418JMR4F,G06,17.18,1,,072618JMR1G,C06,29.93,29.93,20.07,1,,,,136,,,,,,,,,,,,,,,,,,,
107,"32 Fish, Tank 20",2,32.20.2,,072418JMR4F,H06,17.28,1,,072618JMR1G,D06,29.89,29.89,20.11,1,,,,136,,,,,,,,,,,,,,,,,,,
107,"32 Fish, Tank 20",2,32.20.2,,,,,,,072618JMR1G,E06,30.03,30.03,19.97,1,,,,136,,,,,,,,,,,,,,,,,,,
107,"32 Fish, Tank 20",2,32.20.2,,,,,,,072618JMR1G,F06,30.13,30.13,19.87,1,,,,136,,,,,,,,,,,,,,,,,,,
107,"32 Fish, Tank 20",2,32.20.2,,,,,,,072618JMR1G,G06,30.04,30.04,19.96,1,,,,136,,,,,,,,,,,,,,,,,,,
107,"32 Fish, Tank 20",2,32.20.2,,,,,,,072618JMR1G,H06,30.35,30.35,19.65,1,,,,136,,,,,,,,,,,,,,,,,,,
108,"32 Fish, Tank 20",3,32.20.3,160,072418JMR4G,E10,16.75,1, 4/4,072618JMR2F,A10,29.21,29.21,20.79,1,8/8,20.91,0.25,160,,,,,,,,,,,,,,,,,,,
108,"32 Fish, Tank 20",3,32.20.3,,072418JMR4G,F10,16.89,1,,072618JMR2F,B10,29.11,29.11,20.89,1,,,,160,,,,,,,,,,,,,,,,,,,
108,"32 Fish, Tank 20",3,32.20.3,,072418JMR4G,G10,17.1,1,,072618JMR2F,C10,28.92,28.92,21.08,1,,,,160,,,,,,,,,,,,,,,,,,,
108,"32 Fish, Tank 20",3,32.20.3,,072418JMR4G,H10,17.02,1,,072618JMR2F,D10,28.59,28.59,21.41,1,,,,160,,,,,,,,,,,,,,,,,,,
108,"32 Fish, Tank 20",3,32.20.3,,,,,,,072618JMR2F,E10,29.03,29.03,20.97,1,,,,160,,,,,,,,,,,,,,,,,,,
108,"32 Fish, Tank 20",3,32.20.3,,,,,,,072618JMR2F,F10,29.18,29.18,20.82,1,,,,160,,,,,,,,,,,,,,,,,,,
108,"32 Fish, Tank 20",3,32.20.3,,,,,,,072618JMR2F,G10,29.19,29.19,20.81,1,,,,160,,,,,,,,,,,,,,,,,,,
108,"32 Fish, Tank 20",3,32.20.3,,,,,,,072618JMR2F,H10,29.53,29.53,20.47,1,,,,160,,,,,,,,,,,,,,,,,,,
109,"32 Fish, Tank 20",4,32.20.4,57,072418JMR2F,E07,16.16,1, 4/4,072518JMR2H,A07,29.1,29.1,20.90,1,8/8,21.35,0.22,57,,,,,,,,,,,,,,,,,,,
109,"32 Fish, Tank 20",4,32.20.4,,072418JMR2F,F07,16.33,1,,072518JMR2H,B07,28.3,28.3,21.70,1,,,,57,,,,,,,,,,,,,,,,,,,
109,"32 Fish, Tank 20",4,32.20.4,,072418JMR2F,G07,16.55,1,,072518JMR2H,C07,28.7,28.7,21.30,1,,,,57,,,,,,,,,,,,,,,,,,,
109,"32 Fish, Tank 20",4,32.20.4,,072418JMR2F,H07,16.88,1,,072518JMR2H,D07,28.79,28.79,21.21,1,,,,57,,,,,,,,,,,,,,,,,,,
109,"32 Fish, Tank 20",4,32.20.4,,,,,,,072518JMR2H,E07,28.73,28.73,21.27,1,,,,57,,,,,,,,,,,,,,,,,,,
109,"32 Fish, Tank 20",4,32.20.4,,,,,,,072518JMR2H,F07,28.53,28.53,21.47,1,,,,57,,,,,,,,,,,,,,,,,,,
109,"32 Fish, Tank 20",4,32.20.4,,,,,,,072518JMR2H,G07,28.57,28.57,21.43,1,,,,57,,,,,,,,,,,,,,,,,,,
109,"32 Fish, Tank 20",4,32.20.4,,,,,,,072518JMR2H,H07,28.51,28.51,21.49,1,,,,57,,,,,,,,,,,,,,,,,,,
110,"32 Fish, Tank 20",5,32.20.5,54,072418JMR2F,E04,16.42,1, 4/4,072518JMR2H,A04,28.34,28.34,21.66,1,8/8,21.65,0.20,54,,,,,,,,,,,,,,,,,,,
110,"32 Fish, Tank 20",5,32.20.5,,072418JMR2F,F04,16.48,1,,072518JMR2H,B04,28.1,28.1,21.90,1,,,,54,,,,,,,,,,,,,,,,,,,
110,"32 Fish, Tank 20",5,32.20.5,,072418JMR2F,G04,16.57,1,,072518JMR2H,C04,28.14,28.14,21.86,1,,,,54,,,,,,,,,,,,,,,,,,,
110,"32 Fish, Tank 20",5,32.20.5,,072418JMR2F,H04,16.57,1,,072518JMR2H,D04,28.67,28.67,21.33,1,,,,54,,,,,,,,,,,,,,,,,,,
110,"32 Fish, Tank 20",5,32.20.5,,,,,,,072518JMR2H,E04,28.24,28.24,21.76,1,,,,54,,,,,,,,,,,,,,,,,,,
110,"32 Fish, Tank 20",5,32.20.5,,,,,,,072518JMR2H,F04,28.28,28.28,21.72,1,,,,54,,,,,,,,,,,,,,,,,,,
110,"32 Fish, Tank 20",5,32.20.5,,,,,,,072518JMR2H,G04,28.4,28.4,21.60,1,,,,54,,,,,,,,,,,,,,,,,,,
110,"32 Fish, Tank 20",5,32.20.5,,,,,,,072518JMR2H,H04,28.67,28.67,21.33,1,,,,54,,,,,,,,,,,,,,,,,,,
111,"32 Fish, Tank 21",1,32.21.1,31,072418JMR1G,E01,17.02,1, 4/4,072518JMR2F,A01,30.46,30.46,19.54,1,8/8,19.03,0.31,31,,,,,,,,,,,,,,,,,,,
111,"32 Fish, Tank 21",1,32.21.1,,072418JMR1G,F01,17.13,1,,072518JMR2F,B01,31.08,31.08,18.92,1,,,,31,,,,,,,,,,,,,,,,,,,
111,"32 Fish, Tank 21",1,32.21.1,,072418JMR1G,G01,17.09,1,,072518JMR2F,C01,30.6,30.6,19.40,1,,,,31,,,,,,,,,,,,,,,,,,,
111,"32 Fish, Tank 21",1,32.21.1,,072418JMR1G,H01,17.52,1,,072518JMR2F,D01,30.88,30.88,19.12,1,,,,31,,,,,,,,,,,,,,,,,,,
