Target,SQ,Cq
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
